Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL002403,34.0,Female,Health,65969.25,0,0,3509.47,11160.95,Low
POL002404,46.0,Male,Health,78062.27,1,0,2058.89,3925.54,Low
POL002405,70.0,Female,Life,77183.94,3,0,953.55,14514.46,Medium
POL002406,25.0,Female,Life,56729.67,0,0,3669.41,9598.69,Low
POL002407,32.0,Female,Property,81132.29,1,0,4921.4,3339.15,Low
POL002408,44.0,Female,Life,43937.48,0,0,2694.28,11924.82,Low
POL002409,63.0,Other,Health,51377.28,2,0,1107.98,14770.06,Medium
POL002410,67.0,Female,Auto,91144.94,1,0,1941.48,3811.49,Low
POL002411,69.0,Male,Life,49608.42,2,1,5077.84,19147.85,High
POL002412,24.0,Female,Life,,0,1,4954.62,25453.46,High
POL002413,20.0,Male,Health,40763.41,1,0,1994.42,3388.89,Low
POL002414,46.0,Female,Life,119120.65,1,0,4094.69,3594.49,Low
POL002415,61.0,Male,Property,55643.25,1,0,1926.99,10784.99,Low
POL002416,70.0,,,69408.34,1,0,4993.9,14264.82,Low
POL002417,41.0,Female,Health,83265.33,1,0,1808.96,10459.61,Low
POL002418,77.0,Female,Property,60866.25,0,0,946.33,7618.74,Low
POL002419,75.0,Male,Health,78585.15,2,0,4046.95,1667.92,Medium
POL002420,20.0,Male,Property,89383.92,2,0,1044.7,13873.19,Medium
POL002421,37.0,Female,Auto,99015.33,2,0,714.24,1129.6,Medium
POL002422,63.0,Male,Auto,94787.44,1,0,2282.39,3251.9,Low
POL002423,32.0,Female,Property,70704.74,8,0,4557.36,6816.14,High
POL002424,42.0,Male,Property,71334.21,6,0,3067.11,7559.27,High
POL002425,47.0,Female,Property,133727.71,0,0,4630.05,922.16,Low
POL002426,31.0,Female,Property,98747.23,0,0,4430.44,1326.24,Low
POL002427,24.0,Male,Property,51954.41,2,0,841.8,1964.37,Medium
POL002428,34.0,Male,Property,77499.7,2,1,4845.45,8787.84,High
POL002429,79.0,Male,Auto,66621.42,3,0,1840.17,14663.95,Medium
POL002430,61.0,Female,Property,71616.64,2,0,4474.03,3645.44,Medium
POL002431,37.0,Female,Life,44262.62,0,0,2772.44,13204.87,Low
POL002432,53.0,Female,Auto,64701.92,1,0,4810.67,11786.61,Low
POL002433,26.0,Male,Health,120288.89,1,0,1843.66,10617.69,Low
POL002434,55.0,,,89476.91,5,0,2508.65,9902.95,High
POL002435,65.0,Male,Health,30000.0,1,1,6331.92,9512.13,High
POL002436,84.0,Male,Health,105418.09,3,0,4431.63,8501.05,Medium
POL002437,77.0,Female,Life,102240.74,2,1,3944.8,17742.58,High
POL002438,39.0,Female,Property,66017.87,4,1,5154.32,29217.94,High
POL002439,71.0,Female,Property,92931.59,1,0,1870.19,3539.33,Low
POL002440,70.0,Male,Auto,53515.02,2,0,4753.65,1653.04,Medium
POL002441,70.0,Female,Property,63243.61,0,0,3516.43,4476.65,Low
POL002442,19.0,Female,Life,112463.66,0,0,3087.07,2074.65,Low
POL002443,41.0,Female,Auto,68206.75,1,0,1041.07,14321.5,Low
POL002444,25.0,Female,Auto,30000.0,2,0,968.6,5802.73,Medium
POL002445,28.0,Male,Auto,73417.42,2,0,1696.51,2681.11,Medium
POL002446,30.0,Male,Property,73035.29,3,0,2108.82,9373.28,Medium
POL002447,34.0,Female,Property,104959.21,3,0,3276.31,6033.64,Medium
POL002448,,,Property,75358.41,3,0,1255.24,3347.64,Medium
POL002449,38.0,Male,Auto,64460.44,1,0,3616.44,959.3,Low
POL002450,35.0,Female,Auto,101126.4,1,1,5084.5,10191.51,High
POL002451,47.0,Female,Health,78019.76,0,0,4393.03,8493.43,Low
POL002452,35.0,Female,Health,56249.43,1,0,4446.91,11280.16,Low
POL002453,63.0,Male,Property,103874.94,5,1,5442.08,10474.85,High
POL002454,64.0,Male,Auto,79841.54,1,0,2410.65,8822.97,Low
POL002455,48.0,Female,Property,75073.15,2,0,1085.98,9825.44,Medium
POL002456,55.0,Other,Property,79447.71,0,0,2793.24,3705.59,Low
POL002457,49.0,Female,Health,48233.29,1,0,3912.88,4188.01,Low
POL002458,28.0,Female,Life,61808.66,2,0,1710.49,6321.71,Medium
POL002459,62.0,Female,Property,75089.57,1,0,3501.59,13044.15,Low
POL002460,42.0,Female,Life,70133.41,2,1,6269.52,17617.33,High
POL002461,50.0,Male,Life,106810.71,1,1,4855.03,18555.93,High
POL002462,77.0,Female,Auto,80435.15,0,0,1479.54,13800.51,Low
POL002463,55.0,Female,Auto,96372.6,3,0,4605.77,6230.39,Medium
POL002464,58.0,Female,Property,75234.88,0,0,2941.0,1284.7,Low
POL002465,92.0,Female,Health,101407.21,2,1,3730.62,17934.54,High
POL002466,28.0,Female,Health,84938.19,3,0,3817.69,9433.89,Medium
POL002467,39.0,Male,Property,75335.51,5,0,1908.65,14335.22,High
POL002468,68.0,Female,Property,74667.92,4,1,5267.19,15414.45,High
POL002469,41.0,Male,Health,51139.03,3,0,1906.49,1606.59,Medium
POL002470,58.0,Female,Life,87672.89,1,0,4312.82,7727.68,Low
POL002471,34.0,Male,Property,,1,0,4914.96,6568.3,Low
POL002472,29.0,Male,Life,62450.2,1,1,6022.01,21438.41,High
POL002473,74.0,Male,Property,102661.54,0,0,2921.19,2183.22,Low
POL002474,63.0,Female,Property,43744.6,1,0,2569.52,5692.53,Low
POL002475,49.0,Male,Life,64437.6,3,0,4681.35,7104.34,Medium
POL002476,32.0,Male,Life,100692.97,3,0,2469.86,3361.21,Medium
POL002477,33.0,Female,Health,82888.07,0,0,4145.42,8680.25,Low
POL002478,71.0,Male,Property,,1,0,517.41,3397.1,Low
POL002479,39.0,Female,Auto,81275.09,2,0,4515.96,1907.64,Medium
POL002480,45.0,Female,Auto,79485.35,4,1,4577.71,25205.57,High
POL002481,37.0,Female,Property,37083.44,2,0,1753.27,10357.17,Medium
POL002482,50.0,Male,Property,66268.45,1,0,1178.95,8962.49,Low
POL002483,27.0,Female,Property,115413.04,1,1,5043.1,17244.82,High
POL002484,116.0,Male,Life,58516.9,2,0,4469.98,3204.27,Medium
POL002485,49.0,Male,Auto,67042.47,1,1,6767.62,21528.18,High
POL002486,67.0,Male,Auto,61459.48,4,0,4876.06,1033.1,High
POL002487,77.0,Female,Auto,72824.62,1,0,2394.24,10525.72,Low
POL002488,50.0,Male,Property,60421.93,1,0,4764.89,4215.42,Low
POL002489,19.0,Female,Life,87168.54,1,0,3462.34,4840.07,Low
POL002490,120.0,Female,Property,79932.84,2,0,1193.1,2498.76,Medium
POL002491,50.0,Female,Health,94338.69,1,0,1876.9,1845.74,Low
POL002492,58.0,Male,Health,48726.47,2,0,4734.33,7475.42,Medium
POL002493,30.0,Other,Auto,66491.49,2,0,2431.12,10939.97,Medium
POL002494,47.0,Female,Property,69356.93,1,0,752.58,14864.89,Low
POL002495,50.0,Female,Health,86391.17,0,1,3089.36,29586.02,High
POL002496,30.0,Male,Health,55169.47,1,0,4443.09,9991.2,Low
POL002497,69.0,Female,Property,97891.35,1,1,6245.27,18191.45,High
POL002498,43.0,Male,Life,104660.39,3,0,633.42,8379.58,Medium
POL002499,39.0,Male,Property,50278.19,0,0,2619.65,7819.43,Low
POL002500,56.0,,,62728.18,2,0,1606.88,577.66,Medium
POL002501,19.0,Female,Life,61701.71,1,0,4917.08,7296.5,Low
POL002502,55.0,Male,Auto,,1,0,2228.01,7481.96,Low
POL002503,56.0,Male,Auto,64252.5,4,1,3176.93,21164.52,High
POL002504,43.0,Female,Auto,116940.64,5,0,3247.78,8645.84,High
POL002505,88.0,Female,Life,43334.2,0,0,4513.22,778.93,Low
POL002506,75.0,Male,Health,50258.73,1,0,4771.03,12682.25,Low
POL002507,67.0,Female,Life,57834.89,0,0,971.93,7855.64,Low
POL002508,32.0,Male,Property,53857.77,2,0,1407.82,579.03,Medium
POL002509,51.0,Male,Life,68302.53,1,0,1694.07,14758.14,Low
POL002510,59.0,Male,Health,57280.54,0,0,2908.31,5788.11,Low
POL002511,72.0,,,54516.46,1,0,1585.41,14802.24,Low
POL002512,61.0,Male,Property,103961.8,3,0,4701.98,2786.95,Medium
POL002513,66.0,Male,Auto,105594.84,1,0,1313.57,546.59,Low
POL002514,57.0,Male,Health,98732.41,1,0,1269.59,10729.42,Low
POL002515,28.0,Female,Health,88099.97,1,0,1182.33,14186.84,Low
POL002516,78.0,Male,Health,77318.58,2,0,2461.96,1256.12,Medium
POL002517,20.0,Male,Property,62574.23,3,0,703.53,11059.34,Medium
POL002518,76.0,Male,Health,51171.06,1,0,3560.31,1131.16,Low
POL002519,23.0,Male,Auto,84074.89,1,0,1619.14,11929.22,Low
POL002520,26.0,Female,Property,45659.24,1,0,4700.62,8760.85,Low
POL002521,23.0,Female,Auto,50151.98,2,1,4630.59,27558.59,High
POL002522,26.0,Male,Health,103822.83,1,0,854.83,5635.1,Low
POL002523,56.0,Male,Health,122516.23,2,0,2311.0,13590.23,Medium
POL002524,48.0,Male,Auto,84832.38,1,0,1603.68,4609.66,Low
POL002525,49.0,,Property,,0,0,4410.92,4319.73,Low
POL002526,58.0,Male,Property,68853.79,1,0,2841.6,14413.45,Low
POL002527,67.0,Female,Auto,41558.15,0,0,2645.24,1929.96,Low
POL002528,29.0,Other,Health,90304.29,1,0,4002.14,8929.1,Low
POL002529,25.0,Other,Life,89232.23,3,0,3436.87,8652.7,Medium
POL002530,25.0,Female,Auto,76791.71,2,0,543.3,3627.4,Medium
POL002531,127.0,Female,Auto,68940.61,3,0,3584.52,4824.49,Medium
POL002532,45.0,Female,Auto,99055.26,2,0,3705.79,4370.17,Medium
POL002533,79.0,Male,Health,50356.67,2,0,1284.58,12706.41,Medium
POL002534,37.0,Female,Property,55655.49,2,0,3692.22,5904.34,Medium
POL002535,79.0,Male,Health,49797.34,2,0,4972.33,5444.65,Medium
POL002536,64.0,Female,Auto,77124.32,0,0,1823.25,9587.14,Low
POL002537,76.0,Female,Health,47802.67,0,0,673.57,7483.05,Low
POL002538,24.0,Male,Health,57893.95,2,0,4326.88,6447.0,Medium
POL002539,28.0,Male,Auto,57356.11,1,0,1422.13,10670.37,Low
POL002540,84.0,Female,Health,68484.79,0,0,4002.85,6248.03,Low
POL002541,33.0,Male,Life,37815.64,1,1,5587.17,24786.14,High
POL002542,21.0,Female,Health,77180.12,1,0,4567.27,11153.51,Low
POL002543,23.0,Female,Health,106182.59,2,0,4738.9,1110.43,Medium
POL002544,75.0,Female,Property,78387.28,3,0,2282.31,14995.18,Medium
POL002545,39.0,,Property,,3,0,4913.94,8989.8,Medium
POL002546,,Male,Auto,108349.95,3,0,624.98,3322.9,Medium
POL002547,20.0,Male,Auto,94443.38,0,0,3060.55,3052.9,Low
POL002548,58.0,Female,Property,76867.15,1,0,3824.5,4178.37,Low
POL002549,77.0,Female,Life,75562.51,3,1,5319.04,26489.97,High
POL002550,59.0,Female,Health,94094.99,2,0,3464.28,12417.66,Medium
POL002551,31.0,Male,Life,65208.23,0,0,1883.33,2253.47,Low
POL002552,28.0,Male,Life,30000.0,2,0,848.35,9040.61,Medium
POL002553,35.0,Other,Property,87300.1,2,0,4257.1,13672.45,Medium
POL002554,71.0,Male,Auto,46723.28,1,0,1833.62,11023.7,Low
POL002555,29.0,Female,Health,50946.47,2,0,1380.41,8853.12,Medium
POL002556,93.0,Male,Auto,75005.6,2,0,1399.45,3208.59,Medium
POL002557,29.0,Female,Life,72621.88,0,0,4201.52,14158.57,Low
POL002558,30.0,Female,Life,39698.11,0,0,795.82,13387.88,Low
POL002559,42.0,Female,Auto,79137.29,3,0,2740.53,4886.25,Medium
POL002560,62.0,Male,Auto,99153.49,3,1,5954.85,12628.45,High
POL002561,68.0,Female,Property,46791.46,2,1,6219.77,21333.63,High
POL002562,75.0,Female,Auto,106812.08,0,0,4095.53,9508.69,Low
POL002563,111.0,Male,Auto,35995.73,0,1,6379.82,27174.69,High
POL002564,72.0,Female,Property,127933.1,1,0,3266.93,13599.65,Low
POL002565,63.0,Female,Auto,64718.49,1,0,3305.58,13217.85,Low
POL002566,53.0,Female,Life,78640.42,2,0,3078.53,4293.65,Medium
POL002567,62.0,Female,Auto,30000.0,0,1,6171.89,29598.32,High
POL002568,25.0,Male,Health,73446.6,0,0,3440.8,6646.42,Low
POL002569,46.0,,,80712.05,2,0,3984.02,12695.89,Medium
POL002570,72.0,Male,Property,72845.95,3,0,4208.55,1015.9,Medium
POL002571,70.0,Female,Life,60922.97,1,0,857.18,7635.04,Low
POL002572,72.0,Female,Property,51335.89,3,0,2289.68,6021.08,Medium
POL002573,49.0,Female,Health,103263.17,3,0,2161.47,3979.49,Medium
POL002574,68.0,,,75770.18,2,0,4655.57,3218.28,Medium
POL002575,61.0,Male,Life,113518.81,3,0,3467.57,10180.34,Medium
POL002576,35.0,Female,Auto,61837.94,1,0,2627.5,3108.28,Low
POL002577,23.0,Male,,64130.13,3,1,3336.11,9636.58,High
POL002578,35.0,Male,Life,95389.86,4,0,1223.61,5906.69,High
POL002579,36.0,Female,Health,34425.63,2,0,2126.96,3714.92,Medium
POL002580,39.0,,Property,,3,1,5763.1,17156.0,High
POL002581,54.0,Male,Life,102437.12,1,0,2795.49,5522.02,Low
POL002582,49.0,,Auto,,2,0,3157.63,322.73,Medium
POL002583,73.0,Male,Health,30000.0,1,1,3509.54,12070.64,High
POL002584,112.0,Other,Life,121713.18,0,0,3632.4,4786.46,Low
POL002585,76.0,Male,,40154.56,0,0,3457.04,12352.45,Low
POL002586,20.0,Male,Auto,79602.98,2,0,3719.0,8240.37,Medium
POL002587,45.0,Male,Life,76727.13,0,0,4016.89,13231.76,Low
POL002588,27.0,Female,Life,30000.0,2,0,1447.22,6329.21,Medium
POL002589,68.0,Male,Life,68317.07,1,0,3596.81,2625.18,Low
POL002590,52.0,Female,Life,86210.33,1,0,3490.17,368.3,Low
POL002591,78.0,Male,Auto,83857.73,2,1,4528.52,20526.21,High
POL002592,46.0,Male,Life,97588.02,0,0,1599.95,11711.24,Low
POL002593,71.0,Male,Life,65312.72,3,0,1765.59,3014.75,Medium
POL002594,32.0,Female,Life,92812.61,2,0,3969.11,14336.31,Medium
POL002595,50.0,Female,Health,57766.77,3,0,2200.99,14241.44,Medium
POL002596,24.0,Male,Auto,39738.31,1,0,4653.6,5545.95,Low
POL002597,29.0,Female,Health,42556.79,1,0,1011.69,2299.08,Low
POL002598,66.0,Female,Health,38447.24,2,1,4872.27,13027.91,High
POL002599,47.0,Male,Auto,100239.65,0,0,1334.07,13946.7,Low
POL002600,38.0,Female,Health,37135.66,2,1,3950.15,13510.34,High
POL002601,48.0,Male,Health,81850.97,0,0,4552.85,13724.3,Low
POL002602,75.0,Female,Health,68351.9,0,0,2194.74,439.99,Low
POL002603,78.0,Female,Auto,72433.79,1,0,2576.4,14864.62,Low
POL002604,41.0,,Life,,1,0,2402.54,9457.12,Low
POL002605,37.0,Female,Property,64039.32,0,0,4130.89,2867.39,Low
POL002606,123.0,Male,Property,90290.04,0,0,2193.38,7650.96,Low
POL002607,21.0,Female,Auto,75939.08,1,0,4246.24,12319.44,Low
POL002608,45.0,Male,,71199.53,1,1,4504.42,16480.65,High
POL002609,61.0,Male,Auto,132499.23,2,0,1594.92,9168.02,Medium
POL002610,,Female,Auto,38966.46,3,1,3918.36,27646.91,High
POL002611,37.0,Female,Property,107228.3,1,0,2285.07,6251.06,Low
POL002612,77.0,Female,Health,91410.16,3,1,4031.15,19234.89,High
POL002613,41.0,Male,Life,63011.88,2,0,1050.89,12576.39,Medium
POL002614,67.0,Female,Property,,1,0,4285.96,14281.22,Low
POL002615,66.0,Female,Property,30000.0,2,0,2820.18,8357.42,Medium
POL002616,68.0,Male,Property,61955.83,1,0,1592.62,10569.09,Low
POL002617,49.0,Male,Property,44787.94,0,0,2417.6,4909.81,Low
POL002618,58.0,Male,Auto,85302.09,0,0,3226.39,5077.46,Low
POL002619,53.0,Male,Auto,47173.4,2,0,3738.82,13337.23,Medium
POL002620,75.0,Other,Life,85826.6,1,1,6482.75,10790.43,High
POL002621,70.0,Female,Life,70339.09,1,1,5322.47,8864.08,High
POL002622,51.0,Female,Property,63016.15,1,0,996.8,4121.42,Low
POL002623,53.0,,,84716.18,3,0,831.91,1505.91,Medium
POL002624,19.0,Male,Property,68284.46,2,0,986.1,10047.49,Medium
POL002625,32.0,Female,Life,47784.13,0,0,2055.93,13603.47,Low
POL002626,,Male,Property,145034.32,0,0,2097.32,502.22,Low
POL002627,53.0,Female,,62820.82,3,0,4901.92,3859.19,Medium
POL002628,23.0,Male,Life,30000.0,2,0,601.73,13817.12,Medium
POL002629,56.0,Female,Health,53947.53,2,1,6665.74,12421.43,High
POL002630,59.0,Male,Property,43318.08,2,0,2800.25,13295.89,Medium
POL002631,68.0,Male,,95653.64,1,1,4922.85,29787.01,High
POL002632,68.0,Female,Health,83041.32,3,1,5341.13,19667.67,High
POL002633,,,Life,84967.82,1,0,4149.58,5996.16,Low
POL002634,71.0,Female,Health,65749.44,1,0,1493.84,5210.34,Low
POL002635,78.0,Male,Life,68016.24,0,0,1813.75,11254.71,Low
POL002636,29.0,Female,Property,65726.72,1,0,1400.28,8958.93,Low
POL002637,20.0,Male,Health,72970.17,4,0,1887.95,9922.13,High
POL002638,62.0,Male,Auto,95883.34,2,0,1525.65,8032.21,Medium
POL002639,35.0,Male,Health,83401.89,1,0,1660.28,7760.71,Low
POL002640,57.0,Male,Auto,87502.82,0,0,2824.67,4793.02,Low
POL002641,38.0,Male,Life,87488.97,0,0,2018.89,8974.45,Low
POL002642,32.0,Male,Property,97111.06,4,1,5505.24,21126.96,High
POL002643,50.0,Male,Property,82203.75,2,0,638.01,5399.32,Medium
POL002644,52.0,Male,Auto,83971.2,1,0,3836.69,9495.86,Low
POL002645,43.0,Female,Life,104720.16,0,0,4677.25,9585.72,Low
POL002646,25.0,Female,Property,58373.85,3,0,4984.03,8699.04,Medium
POL002647,53.0,Male,Life,53606.44,2,0,1402.66,10153.47,Medium
POL002648,65.0,Female,Auto,45351.96,3,0,2228.1,6237.51,Medium
POL002649,47.0,Female,Auto,79572.86,3,1,3282.11,27234.55,High
POL002650,88.0,Male,Health,,4,0,1454.56,1519.76,High
POL002651,59.0,Female,Property,86553.85,1,0,2927.57,7307.49,Low
POL002652,61.0,Male,Property,72270.17,1,0,4096.76,8832.06,Low
POL002653,31.0,Female,Health,103365.99,1,0,628.23,6390.87,Low
POL002654,31.0,Male,Auto,58202.07,1,0,972.9,352.78,Low
POL002655,19.0,Female,Auto,69917.04,0,0,1384.52,10544.92,Low
POL002656,72.0,Female,Auto,103055.08,1,0,2550.02,6886.8,Low
POL002657,54.0,Male,Auto,109578.39,0,1,5793.56,12432.6,High
POL002658,22.0,Male,Life,57996.19,3,0,2440.7,14590.51,Medium
POL002659,55.0,Other,Property,79544.53,1,0,1226.81,14141.97,Low
POL002660,62.0,Male,Property,82360.47,2,0,4323.82,2464.43,Medium
POL002661,58.0,Female,Auto,84341.34,0,0,2688.53,10637.38,Low
POL002662,79.0,Female,Auto,68435.61,0,0,820.44,7810.98,Low
POL002663,71.0,Female,Auto,107034.58,1,0,2582.77,4410.52,Low
POL002664,77.0,Female,Property,30000.0,1,0,2661.11,10297.14,Low
POL002665,78.0,Female,Property,64471.74,1,0,1848.62,6772.61,Low
POL002666,64.0,Female,Auto,86198.27,1,0,2154.95,13487.75,Low
POL002667,31.0,Male,Life,86430.62,2,0,4867.57,10584.13,Medium
POL002668,73.0,Male,Health,108818.98,5,0,1612.45,7663.03,High
POL002669,56.0,Male,,104955.63,0,0,3544.64,6833.08,Low
POL002670,42.0,Other,Health,67861.46,2,1,4629.93,9100.41,High
POL002671,37.0,Female,Property,107496.78,1,0,2400.52,2496.74,Low
POL002672,19.0,Male,Property,57148.96,3,0,4694.65,771.64,Medium
POL002673,56.0,Female,Health,98272.18,1,0,3962.95,1045.1,Low
POL002674,23.0,Female,Health,120263.06,1,0,594.72,1099.68,Low
POL002675,34.0,Male,Life,105373.6,2,0,2685.29,309.83,Medium
POL002676,76.0,Female,Property,77644.26,2,0,1012.95,11891.06,Medium
POL002677,42.0,Male,Property,66705.53,2,1,3134.97,29942.79,High
POL002678,74.0,Female,Health,36785.22,1,1,4469.82,14612.64,High
POL002679,45.0,Male,Life,82763.49,3,0,3899.97,2599.09,Medium
POL002680,19.0,Female,Life,47119.57,4,0,1621.06,12634.09,High
POL002681,52.0,Female,Health,55171.63,1,0,4967.71,1502.2,Low
POL002682,54.0,Male,Health,45231.35,4,0,1077.37,4898.74,High
POL002683,22.0,Other,Property,63490.19,1,0,2352.39,5623.48,Low
POL002684,110.0,Female,Health,74300.76,0,1,6397.0,29436.45,High
POL002685,57.0,,,81840.36,3,0,2447.6,2145.82,Medium
POL002686,29.0,Male,Life,59987.33,2,1,6910.0,26970.57,High
POL002687,73.0,,Health,,1,0,1515.89,226.49,Low
POL002688,53.0,Male,Auto,69794.87,6,1,6969.26,20694.57,High
POL002689,62.0,Male,Life,,1,0,4099.19,730.58,Low
POL002690,40.0,Male,Auto,80657.31,1,0,3597.8,14464.31,Low
POL002691,64.0,Male,Auto,124088.82,0,0,2950.17,13037.36,Low
POL002692,48.0,Female,Health,83379.01,1,0,4899.14,6276.93,Low
POL002693,28.0,Male,Life,65928.61,3,0,3924.37,2226.34,Medium
POL002694,27.0,Male,Auto,36813.47,1,0,4399.41,13072.48,Low
POL002695,20.0,Male,Property,69514.69,2,0,557.22,9697.81,Medium
POL002696,71.0,Male,Life,80873.2,0,0,1472.79,7621.18,Low
POL002697,31.0,Female,Property,65310.48,0,0,3739.3,4859.17,Low
POL002698,33.0,Male,Health,33365.38,0,1,4141.68,18229.91,High
POL002699,27.0,Other,Property,53735.87,0,0,2092.89,6285.65,Low
POL002700,46.0,Female,Life,111363.46,3,0,3158.31,7033.96,Medium
POL002701,27.0,Male,Auto,110850.03,3,1,4586.07,20755.47,High
POL002702,29.0,Female,Auto,52834.02,2,0,1493.42,14291.82,Medium
POL002703,47.0,Male,Life,91818.92,0,0,4454.09,14444.01,Low
POL002704,58.0,Female,Auto,45535.68,2,0,3325.01,13628.22,Medium
POL002705,18.0,Other,Property,110107.91,3,0,3584.21,12053.71,Medium
POL002706,22.0,Male,Auto,81130.9,1,0,4228.36,6859.49,Low
POL002707,95.0,Male,Auto,98741.04,2,0,961.0,1414.83,Medium
POL002708,25.0,Female,Property,32122.67,5,1,3914.49,27760.45,High
POL002709,60.0,Male,Property,91940.93,3,0,888.4,6090.16,Medium
POL002710,29.0,Male,Property,74808.15,4,0,830.13,10337.12,High
POL002711,,,Health,96298.23,0,0,3745.53,3389.7,Low
POL002712,74.0,Male,Property,97871.69,3,0,4053.73,11494.48,Medium
POL002713,71.0,Female,Property,76644.62,0,0,736.03,2642.81,Low
POL002714,37.0,Male,Health,59979.26,1,0,4291.1,12147.76,Low
POL002715,45.0,Male,Auto,94492.4,0,0,1765.84,13684.45,Low
POL002716,74.0,Female,Property,73496.14,0,0,3447.13,13514.6,Low
POL002717,60.0,Male,Life,53180.38,2,0,3585.5,5264.33,Medium
POL002718,54.0,Male,Property,51996.19,3,0,3633.86,5908.19,Medium
POL002719,64.0,Female,Property,38070.89,1,0,3107.82,12587.77,Low
POL002720,54.0,Male,Health,62242.72,0,0,1009.58,10413.15,Low
POL002721,29.0,Female,Life,102567.3,2,0,1002.65,7947.52,Medium
POL002722,54.0,Female,Auto,79445.74,1,1,5411.98,29076.21,High
POL002723,,Male,Auto,61755.81,0,1,4575.57,24293.24,High
POL002724,66.0,Female,Life,95121.4,2,1,6923.56,24773.29,High
POL002725,73.0,Male,Property,54188.08,0,0,1188.75,10230.6,Low
POL002726,61.0,Male,Health,77383.76,1,0,4948.09,7732.31,Low
POL002727,73.0,Female,Life,70509.24,1,1,5804.85,18141.04,High
POL002728,45.0,Female,Life,94478.27,3,0,3995.06,2371.22,Medium
POL002729,64.0,Male,Auto,35569.29,3,0,4303.34,5390.51,Medium
POL002730,32.0,Female,Health,53745.06,4,1,5396.52,19485.48,High
POL002731,23.0,Female,Life,34043.86,1,0,4886.87,2271.88,Low
POL002732,61.0,Other,Health,68510.08,0,0,2000.3,7124.23,Low
POL002733,76.0,Female,Property,105285.69,2,0,895.84,4971.22,Medium
POL002734,78.0,Male,Auto,62363.82,1,0,1583.11,14151.01,Low
POL002735,37.0,Male,Property,62232.9,4,0,946.29,5724.64,High
POL002736,67.0,Female,Health,96793.11,3,0,2691.66,3471.21,Medium
POL002737,31.0,Male,Property,101713.74,1,0,4841.74,7225.47,Low
POL002738,19.0,Female,Auto,72785.72,4,1,5794.0,17870.09,High
POL002739,26.0,Male,Health,92117.87,1,0,1964.15,5753.65,Low
POL002740,54.0,Male,Life,48076.14,2,0,4578.36,11013.7,Medium
POL002741,37.0,Male,Property,109449.36,3,0,3260.21,9030.19,Medium
POL002742,43.0,Other,Auto,128717.66,0,0,4684.99,263.09,Low
POL002743,46.0,Male,Life,88030.39,3,0,4843.28,7518.97,Medium
POL002744,18.0,Female,Auto,30000.0,2,0,4714.93,12215.86,Medium
POL002745,72.0,Male,Health,,0,1,6311.08,22635.07,High
POL002746,52.0,Male,Health,90320.63,2,0,2758.24,7108.95,Medium
POL002747,23.0,Male,Property,,0,1,6543.52,20367.52,High
POL002748,,Female,Auto,106804.96,0,0,4736.03,8096.15,Low
POL002749,70.0,Male,Auto,89703.93,1,0,2952.49,1202.22,Low
POL002750,76.0,Male,Auto,57338.11,1,0,4979.22,12015.05,Low
POL002751,22.0,Male,Health,75806.62,1,0,4632.31,12862.55,Low
POL002752,50.0,Male,Property,52654.17,3,1,5534.73,22580.47,High
POL002753,66.0,Other,Auto,70435.38,1,0,4439.26,14687.04,Low
POL002754,68.0,Female,Auto,61135.17,2,0,2906.36,8372.85,Medium
POL002755,31.0,Male,Life,104369.05,2,0,3841.79,504.75,Medium
POL002756,29.0,Female,Auto,,1,0,2664.22,7011.43,Low
POL002757,59.0,Female,Property,39220.29,3,1,4377.22,28472.7,High
POL002758,37.0,Male,Life,30000.0,0,1,4146.65,19004.3,High
POL002759,70.0,Female,Life,68870.69,2,0,931.07,8063.26,Medium
POL002760,67.0,Female,Life,37039.61,3,1,4919.64,11774.62,High
POL002761,41.0,Male,Health,76155.29,0,0,3902.62,2650.25,Low
POL002762,76.0,Male,Life,93723.4,3,0,1067.82,7640.9,Medium
POL002763,60.0,Other,Auto,112353.55,2,1,5445.06,12240.27,High
POL002764,79.0,Female,Health,80034.86,0,0,3553.84,7687.91,Low
POL002765,51.0,Male,Health,70171.12,0,0,2344.15,3339.59,Low
POL002766,42.0,Male,Health,30000.0,1,0,4589.08,10319.74,Low
POL002767,67.0,Male,Health,75654.63,4,0,4744.21,13060.01,High
POL002768,46.0,Female,Health,76782.18,1,0,4408.2,5242.46,Low
POL002769,74.0,Female,Health,90973.92,1,0,2888.59,1158.89,Low
POL002770,56.0,Other,Health,57287.8,2,0,2541.02,13731.16,Medium
POL002771,,Male,Life,64123.68,1,1,6154.82,20051.9,High
POL002772,73.0,Female,Property,38049.94,2,0,2826.75,14872.44,Medium
POL002773,,Female,Auto,30000.0,1,0,944.23,10448.7,Low
POL002774,60.0,Male,Auto,47287.57,4,0,4046.29,1950.76,High
POL002775,67.0,Male,Life,35741.85,1,0,4734.76,6553.86,Low
POL002776,40.0,Other,Life,83417.81,3,0,2707.87,738.66,Medium
POL002777,61.0,Female,Health,62046.65,2,0,776.98,5188.26,Medium
POL002778,55.0,Female,Property,61544.07,1,0,1952.76,11800.87,Low
POL002779,37.0,Female,Health,50389.67,1,0,1051.67,8378.87,Low
POL002780,85.0,Male,Life,30000.0,3,1,4480.7,21401.41,High
